Date,Open,High,Low,Close,Adj Close,Volume
2021-11-16,133.250000,133.589996,132.720001,132.720001,129.662491,143100
2021-11-17,132.580002,133.089996,132.539993,133.070007,130.004425,129200
2021-11-18,133.369995,133.639999,132.830002,133.279999,130.209579,113600
2021-11-19,132.910004,133.320007,131.800003,132.020004,128.978622,159900
2021-11-22,131.809998,132.009995,131.009995,131.100006,128.079819,183400
2021-11-23,131.070007,131.610001,130.600006,131.149994,128.128647,182700
2021-11-24,129.440002,130.300003,129.350006,130.009995,127.014915,160500
2021-11-26,130.729996,131.320007,130.130005,130.410004,127.405708,100800
2021-11-29,130.360001,130.990005,129.910004,130.320007,127.317787,147200
2021-11-30,129.899994,130.639999,127.820000,128.500000,125.539703,482100
2021-12-01,128.479996,128.759995,126.900002,126.900002,123.976563,174400
2021-12-02,127.760002,128.369995,127.529999,127.610001,124.670212,536400
2021-12-03,129.179993,129.639999,128.869995,129.639999,126.653442,207000
2021-12-06,131.399994,131.789993,131.160004,131.500000,128.470596,292800
2021-12-07,131.089996,131.880005,131.020004,131.750000,128.714828,252700
2021-12-08,134.470001,134.869995,133.940002,134.610001,131.508942,173000
2021-12-09,134.160004,134.809998,133.970001,134.630005,131.528488,138200
2021-12-10,135.149994,135.990005,135.139999,135.750000,132.622681,204100
2021-12-13,135.399994,135.679993,134.820007,135.100006,131.987671,158700
2021-12-14,135.289993,135.679993,133.899994,134.380005,131.284256,204600
2021-12-15,135.130005,136.440002,134.740005,136.330002,133.189331,171400
2021-12-16,137.440002,138.100006,137.339996,137.830002,134.654770,274900
2021-12-17,137.570007,138.449997,137.160004,137.289993,134.127197,315400
2021-12-20,137.470001,138.550003,137.419998,138.389999,135.201859,220800
2021-12-21,136.850006,137.899994,136.809998,137.570007,134.400757,356400
2021-12-22,136.470001,138.309998,136.330002,138.210007,135.026016,193900
2021-12-23,137.300003,138.660004,137.300003,138.500000,135.309326,306200
2021-12-27,138.070007,139.300003,137.990005,139.259995,136.051819,179200
2021-12-28,139.809998,140.639999,139.809998,140.550003,137.312103,162400
2021-12-29,139.880005,140.789993,139.880005,140.740005,137.497726,177400
2021-12-30,140.000000,140.250000,139.259995,139.470001,136.256989,249700
2021-12-31,140.000000,140.399994,138.970001,140.369995,137.136246,222300
2022-01-03,140.899994,140.949997,139.899994,140.740005,137.497726,455300
2022-01-04,140.539993,141.949997,140.539993,141.119995,137.868973,339800
2022-01-05,138.289993,138.410004,136.250000,136.300003,133.160019,1299900
2022-01-06,136.809998,137.009995,136.029999,136.100006,132.964630,347600
2022-01-07,134.910004,135.679993,134.610001,135.309998,132.192825,266400
2022-01-10,132.289993,132.460007,131.360001,132.000000,128.959076,337800
2022-01-11,131.369995,132.479996,131.259995,132.270004,129.222855,384600
2022-01-12,132.360001,133.529999,132.300003,133.110001,130.043503,298200
2022-01-13,133.759995,133.759995,132.240005,132.240005,129.193558,640200
2022-01-14,132.360001,132.929993,132.169998,132.529999,129.476868,244300
2022-01-18,133.669998,133.869995,133.080002,133.270004,130.199814,336100
2022-01-19,131.029999,131.600006,130.910004,131.350006,128.324051,291700
2022-01-20,132.369995,132.699997,131.179993,131.410004,128.382675,230700
2022-01-21,132.389999,132.809998,131.880005,132.009995,128.968842,180200
2022-01-24,130.589996,130.690002,128.160004,129.910004,126.917229,330600
2022-01-25,129.080002,129.130005,127.709999,128.559998,125.598320,315700
2022-01-26,128.729996,128.839996,126.790001,127.129997,124.201263,332200
2022-01-27,126.790001,127.449997,126.199997,126.739998,123.820251,304100
2022-01-28,125.889999,127.680000,125.440002,127.629997,124.689743,203900
2022-01-31,127.639999,129.220001,127.500000,129.139999,126.164963,230400
2022-02-01,129.990005,129.990005,128.440002,129.740005,126.751144,251300
2022-02-02,130.490005,131.520004,130.449997,131.240005,128.216583,201200
2022-02-03,129.929993,130.339996,129.229996,129.229996,126.252884,201200
2022-02-04,129.110001,129.899994,128.149994,129.000000,126.028183,177800
2022-02-07,129.169998,129.610001,128.619995,128.770004,125.803490,179300
2022-02-08,127.430000,127.910004,127.110001,127.849998,124.904678,185500
2022-02-09,129.630005,129.720001,128.630005,129.000000,126.028183,358400
2022-02-10,126.709999,128.020004,126.529999,126.860001,123.937485,210800
2022-02-11,129.100006,129.500000,128.000000,128.279999,125.324776,414100
2022-02-14,127.269997,127.419998,126.529999,127.000000,124.074265,259000
2022-02-15,127.809998,127.930000,126.959999,127.680000,124.738594,242000
2022-02-16,126.989998,127.989998,126.720001,127.900002,124.953529,188200
2022-02-17,127.540001,128.000000,127.180000,127.709999,124.767906,190300
2022-02-18,128.710007,128.910004,127.930000,128.210007,125.256393,198900
2022-02-22,127.820000,129.210007,127.790001,128.509995,125.549469,282300
2022-02-23,130.779999,130.809998,128.899994,129.039993,126.067261,226100
2022-02-24,125.639999,126.010002,124.120003,125.879997,122.980057,340400
2022-02-25,127.010002,128.690002,126.930000,128.369995,125.412697,383500
2022-02-28,130.039993,130.710007,129.389999,130.029999,127.034454,241700
2022-03-01,131.050003,131.649994,130.000000,130.410004,127.405708,265700
2022-03-02,129.389999,130.759995,129.160004,130.020004,127.024696,358900
2022-03-03,128.880005,129.070007,127.870003,128.630005,125.666718,279900
2022-03-04,126.660004,127.300003,125.900002,126.970001,124.044952,302600
2022-03-07,122.330002,122.459999,120.779999,121.389999,118.593498,322200
2022-03-08,119.730003,121.000000,118.040001,119.160004,116.414879,529500
2022-03-09,122.989998,125.709999,122.540001,124.879997,122.003098,354300
2022-03-10,122.699997,123.430000,121.599998,122.660004,119.834244,311600
2022-03-11,122.239998,122.239998,120.000000,120.000000,117.235519,383400
2022-03-14,121.400002,122.769997,121.309998,121.669998,118.867050,379800
2022-03-15,124.050003,124.160004,122.540001,123.449997,120.606041,346200
2022-03-16,124.940002,125.510002,121.839996,123.650002,120.801437,337400
2022-03-17,125.120003,127.330002,125.029999,126.750000,123.830017,360700
2022-03-18,127.790001,130.479996,127.790001,130.270004,127.268936,278700
2022-03-21,130.199997,130.500000,128.580002,128.759995,125.793709,246100
2022-03-22,128.699997,129.889999,128.630005,129.070007,126.096581,357200
2022-03-23,127.220001,127.750000,126.900002,127.250000,124.318504,224000
2022-03-24,128.539993,129.240005,128.279999,128.600006,125.637405,217800
