Date,Open,High,Low,Close,Adj Close,Volume
2021-11-16,4.530000,4.540000,4.420000,4.440000,4.149565,1114800
2021-11-17,4.400000,4.450000,4.400000,4.450000,4.158911,1401900
2021-11-18,4.500000,4.510000,4.460000,4.480000,4.186949,2106200
2021-11-19,4.490000,4.510000,4.420000,4.450000,4.158911,1783500
2021-11-22,4.640000,4.720000,4.630000,4.690000,4.383212,2725300
2021-11-23,4.490000,4.560000,4.480000,4.560000,4.261716,4061000
2021-11-24,4.490000,4.510000,4.470000,4.500000,4.205641,4494900
2021-11-26,4.380000,4.410000,4.340000,4.400000,4.112182,1806700
2021-11-29,4.420000,4.450000,4.390000,4.420000,4.130873,3913900
2021-11-30,4.490000,4.510000,4.430000,4.510000,4.214987,2868300
2021-12-01,4.360000,4.370000,4.240000,4.250000,4.123778,2691900
2021-12-02,4.200000,4.230000,4.190000,4.210000,4.084966,2085700
2021-12-03,4.150000,4.160000,4.120000,4.160000,4.036451,1991300
2021-12-06,4.210000,4.290000,4.210000,4.250000,4.123778,4874200
2021-12-07,4.250000,4.260000,4.230000,4.230000,4.104372,2899200
2021-12-08,4.210000,4.240000,4.200000,4.220000,4.094669,1681900
2021-12-09,4.180000,4.180000,4.150000,4.160000,4.036451,845500
2021-12-10,4.170000,4.220000,4.160000,4.220000,4.094669,1722900
2021-12-13,4.170000,4.180000,4.130000,4.150000,4.026748,1336100
2021-12-14,4.250000,4.350000,4.250000,4.310000,4.181996,2714600
2021-12-15,4.290000,4.330000,4.260000,4.330000,4.201402,1755900
2021-12-16,4.250000,4.310000,4.250000,4.260000,4.133482,1507500
2021-12-17,4.280000,4.320000,4.280000,4.310000,4.181996,3813800
2021-12-20,4.250000,4.300000,4.230000,4.290000,4.162590,2447600
2021-12-21,4.290000,4.330000,4.290000,4.320000,4.191700,1837700
2021-12-22,4.310000,4.350000,4.310000,4.340000,4.211105,1279300
2021-12-23,4.360000,4.390000,4.350000,4.350000,4.220808,2403300
2021-12-27,4.370000,4.390000,4.350000,4.380000,4.249918,1666100
2021-12-28,4.390000,4.430000,4.370000,4.370000,4.240214,1602000
2021-12-29,4.390000,4.400000,4.370000,4.390000,4.259620,1199800
2021-12-30,4.320000,4.350000,4.270000,4.280000,4.152887,1563400
2021-12-31,4.270000,4.300000,4.230000,4.240000,4.114075,2552200
2022-01-03,4.320000,4.340000,4.290000,4.320000,4.191700,1919900
2022-01-04,4.300000,4.330000,4.290000,4.290000,4.162590,1710400
2022-01-05,4.310000,4.340000,4.230000,4.250000,4.123778,1262000
2022-01-06,4.360000,4.370000,4.330000,4.340000,4.211105,1921400
2022-01-07,4.360000,4.400000,4.360000,4.390000,4.259620,1275700
2022-01-10,4.510000,4.560000,4.490000,4.490000,4.356650,2215500
2022-01-11,4.460000,4.510000,4.430000,4.500000,4.366354,1022300
2022-01-12,4.440000,4.510000,4.440000,4.500000,4.366354,1177200
2022-01-13,4.530000,4.570000,4.520000,4.520000,4.385759,1293100
2022-01-14,4.550000,4.580000,4.530000,4.580000,4.443977,963300
2022-01-18,4.580000,4.590000,4.530000,4.560000,4.424572,1418600
2022-01-19,4.560000,4.560000,4.500000,4.530000,4.395463,1068700
2022-01-20,4.510000,4.510000,4.440000,4.450000,4.317838,1232100
2022-01-21,4.470000,4.500000,4.420000,4.440000,4.308136,1888300
2022-01-24,4.540000,4.550000,4.420000,4.530000,4.395463,5496600
2022-01-25,4.550000,4.610000,4.520000,4.590000,4.453681,2424600
2022-01-26,4.620000,4.630000,4.510000,4.540000,4.405165,1771200
2022-01-27,4.590000,4.620000,4.520000,4.560000,4.424572,6674800
2022-01-28,4.590000,4.650000,4.570000,4.650000,4.511899,1825600
2022-01-31,4.610000,4.630000,4.560000,4.620000,4.482790,1116300
2022-02-01,4.550000,4.590000,4.530000,4.590000,4.453681,1809400
2022-02-02,4.630000,4.650000,4.600000,4.650000,4.511899,1795400
2022-02-03,4.710000,4.740000,4.700000,4.720000,4.579819,1647200
2022-02-04,4.700000,4.750000,4.680000,4.730000,4.589522,1486400
2022-02-07,4.720000,4.780000,4.710000,4.750000,4.608929,862800
2022-02-08,4.830000,4.880000,4.820000,4.870000,4.725365,2381100
2022-02-09,4.910000,4.950000,4.910000,4.950000,4.802989,1944500
2022-02-10,4.970000,5.010000,4.930000,4.950000,4.802989,3489100
2022-02-11,4.970000,5.020000,4.880000,4.900000,4.754474,3836900
2022-02-14,4.900000,4.910000,4.830000,4.880000,4.735068,6629800
2022-02-15,4.920000,4.980000,4.920000,4.970000,4.822394,2151600
2022-02-16,4.900000,4.960000,4.900000,4.940000,4.793286,2656600
2022-02-17,4.900000,4.910000,4.860000,4.890000,4.744771,1946700
2022-02-18,4.870000,4.920000,4.850000,4.880000,4.735068,2889700
2022-02-22,4.740000,4.810000,4.730000,4.780000,4.638038,2334600
2022-02-23,4.790000,4.820000,4.720000,4.730000,4.589522,1671700
2022-02-24,4.620000,4.660000,4.560000,4.650000,4.511899,2698100
2022-02-25,4.710000,4.770000,4.710000,4.740000,4.599225,2533700
2022-02-28,4.730000,4.760000,4.670000,4.700000,4.560413,2690000
2022-03-01,4.770000,4.810000,4.620000,4.650000,4.511899,3156000
2022-03-02,4.680000,4.760000,4.680000,4.730000,4.589522,2154100
2022-03-03,4.600000,4.620000,4.560000,4.570000,4.434275,2233000
2022-03-04,4.330000,4.350000,4.250000,4.270000,4.143184,2357500
2022-03-07,4.220000,4.230000,4.100000,4.120000,3.997639,3582600
2022-03-08,4.250000,4.260000,4.130000,4.170000,4.046154,3618900
2022-03-09,4.300000,4.380000,4.300000,4.350000,4.220808,3410700
2022-03-10,4.340000,4.380000,4.320000,4.350000,4.220808,2434400
2022-03-11,4.350000,4.370000,4.270000,4.290000,4.162590,1705200
2022-03-14,4.350000,4.370000,4.320000,4.330000,4.201402,1335700
2022-03-15,4.370000,4.400000,4.340000,4.390000,4.259620,1927600
2022-03-16,4.460000,4.510000,4.400000,4.490000,4.356650,2013800
2022-03-17,4.530000,4.620000,4.530000,4.610000,4.473086,1725900
2022-03-18,4.510000,4.600000,4.480000,4.570000,4.434275,1741700
2022-03-21,4.600000,4.610000,4.550000,4.580000,4.443977,832700
2022-03-22,4.630000,4.650000,4.610000,4.630000,4.492493,977000
2022-03-23,4.570000,4.590000,4.550000,4.550000,4.414868,1030800
2022-03-24,4.560000,4.600000,4.540000,4.600000,4.463383,772600
2022-03-25,4.580000,4.640000,4.560000,4.620000,4.482790,1411000
2022-03-28,4.710000,4.720000,4.660000,4.710000,4.570117,1686200
2022-03-29,4.810000,4.840000,4.750000,4.780000,4.638038,1260000
2022-03-30,4.810000,4.880000,4.810000,4.860000,4.715662,4138100
2022-03-31,4.840000,4.860000,4.800000,4.800000,4.657444,932000
2022-04-01,4.820000,4.870000,4.810000,4.870000,4.725365,692100
2022-04-04,4.800000,4.850000,4.790000,4.840000,4.696256,994500
2022-04-05,4.850000,4.890000,4.830000,4.840000,4.696256,711100
2022-04-06,4.870000,4.930000,4.850000,4.930000,4.783583,1482500
2022-04-07,4.960000,4.980000,4.900000,4.950000,4.802989,1294700
2022-04-08,4.940000,5.000000,4.940000,4.970000,4.822394,868800
2022-04-11,5.010000,5.060000,5.000000,5.020000,4.870910,1553400
2022-04-12,5.160000,5.220000,5.130000,5.140000,4.987346,3170300
2022-04-13,5.300000,5.360000,5.290000,5.340000,5.181406,1909400
2022-04-14,5.310000,5.390000,5.300000,5.360000,5.200812,1274000
2022-04-18,5.350000,5.370000,5.320000,5.330000,5.171703,947100
2022-04-19,5.300000,5.330000,5.270000,5.310000,5.152297,1417800
2022-04-20,5.220000,5.290000,5.220000,5.280000,5.123188,1570200
2022-04-21,5.270000,5.270000,5.150000,5.150000,4.997049,2750300
2022-04-22,5.230000,5.230000,5.150000,5.150000,4.997049,1316000
2022-04-25,5.170000,5.170000,5.080000,5.160000,5.006752,2546900
2022-04-26,5.050000,5.090000,4.990000,4.990000,4.841800,1931000
2022-04-27,4.920000,4.960000,4.900000,4.900000,4.754474,2031200
2022-04-28,4.860000,4.940000,4.830000,4.930000,4.783583,1714400
2022-04-29,4.900000,4.900000,4.760000,4.780000,4.638038,1820600
2022-05-02,4.810000,4.820000,4.720000,4.780000,4.638038,2271600
2022-05-03,4.840000,4.910000,4.840000,4.900000,4.754474,2636000
2022-05-04,4.930000,5.010000,4.900000,4.990000,4.841800,1874400
2022-05-05,4.980000,4.980000,4.930000,4.960000,4.812692,1457800
2022-05-06,4.920000,4.970000,4.900000,4.930000,4.783583,1657100
2022-05-09,4.840000,4.880000,4.810000,4.840000,4.696256,1115300
2022-05-10,4.860000,4.880000,4.790000,4.820000,4.676850,1520400
2022-05-11,4.810000,4.880000,4.770000,4.780000,4.638038,1457600
2022-05-12,4.970000,4.980000,4.860000,4.920000,4.773880,3135200
2022-05-13,4.850000,4.940000,4.850000,4.920000,4.773880,930300
2022-05-16,4.890000,4.950000,4.860000,4.950000,4.802989,2578500
2022-05-17,4.980000,5.050000,4.960000,5.050000,4.900019,1598100
2022-05-18,4.960000,4.970000,4.890000,4.920000,4.773880,1307800
2022-05-19,4.870000,4.930000,4.850000,4.910000,4.764176,1076500
2022-05-20,4.920000,4.960000,4.880000,4.960000,4.812692,1325300
2022-05-23,4.980000,5.110000,4.970000,5.090000,4.938831,1864800
2022-05-24,5.210000,5.270000,5.200000,5.270000,5.113485,2722400
2022-05-25,5.240000,5.290000,5.220000,5.270000,5.113485,1239000
2022-05-26,5.260000,5.310000,5.250000,5.270000,5.113485,1238400
2022-05-27,5.310000,5.320000,5.250000,5.260000,5.103782,1258900
2022-05-31,5.340000,5.380000,5.300000,5.320000,5.162000,2772400
2022-06-01,5.120000,5.120000,5.010000,5.070000,5.070000,1310100
2022-06-02,5.030000,5.130000,5.010000,5.110000,5.110000,5328800
2022-06-03,4.970000,5.070000,4.970000,5.050000,5.050000,5644000
2022-06-06,5.060000,5.090000,5.030000,5.040000,5.040000,3211600
2022-06-07,5.000000,5.040000,4.970000,5.030000,5.030000,1007100
2022-06-08,4.990000,5.010000,4.950000,4.950000,4.950000,1675800
2022-06-09,4.920000,4.940000,4.840000,4.850000,4.850000,942800
2022-06-10,4.730000,4.780000,4.700000,4.750000,4.750000,1468600
2022-06-13,4.660000,4.690000,4.620000,4.630000,4.630000,2499500
2022-06-14,4.630000,4.650000,4.560000,4.600000,4.600000,2932300
2022-06-15,4.680000,4.720000,4.620000,4.700000,4.700000,1585300
2022-06-16,4.600000,4.700000,4.600000,4.660000,4.660000,1725300
2022-06-17,4.690000,4.710000,4.600000,4.660000,4.660000,2295900
2022-06-21,4.830000,4.850000,4.810000,4.820000,4.820000,1120900
2022-06-22,4.870000,4.950000,4.870000,4.910000,4.910000,1122100
